details,etat,adresse,prix,image_lien
Machine à laver 7Kg Elactron,Neuf,Plateau Dakar,185000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c32b7b2fe390b1ca08f08fb817a958c/-/horizon-files-prod/ed/picture/qq47xne4/119a10528103482d0cd58105b2bbe67709002efc.jpg
Machine à laver 7kg,D'occasion,Hann maristes Dakar,100000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dac7c396cdd0e3e628781b915c84822d/-/horizon-files-prod/ed/picture/q2jqe58d/75b44f51612187d95d02451a0c201194d617c1eb.jpg
MACHINE A LAVER 9KG ASTECH INVERTER A+++,Neuf,Plateau Dakar,239000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4331d6992af5ba719d37970eec91d719/-/horizon-files-prod/ed/picture/qgq9nze8/78e7509004d2dacc09ce395c9c08f57c29fb9810.jpg
MACHINE A LAVER 9KG SEMI AUTO,Neuf,Plateau Dakar,105000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f2fd3dd452a693bac14618bf221c4348/-/horizon-files-prod/ed/picture/qzvdn6vr/c0f831548ab62cd2c7978612929a63efb4a13d2c.jpg
Machine a laver roch 6kg a+++,Neuf,Médina Dakar,169900,https://i.roamcdn.net/hz/ed/listing-thumb-543w/de7c0fcf6bd12568f7b0d173dfa65cc6/-/horizon-files-prod/ed/picture/qpd646kp/9edc42035d668b892ec08452099dfb4aa8b1641a.jpg
Machine à laver Westpool 8kg,Neuf,Plateau Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd506ebbf3148bd5bd56ea2d6ce47724/-/horizon-files-prod/ed/picture/qkrm7qwm/9fd8fc81d294efb444119b30b0cb878fc80c77f3.jpg
Machine à Laver Astech 9kg,Neuf,Plateau Dakar,245000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/42026e036d7c7f5a3863214226307416/-/horizon-files-prod/ed/picture/qv4p78nj/46036a24b8f372272960e9b4276de0fcfdbb2b63.jpg
Machine a laver 7kg,Neuf,Plateau Dakar,175000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/72c71b90159cca87ee6177fa055dce84/-/horizon-files-prod/ed/picture/q4487n6v/5c685204e4c390cfd14a7cf7be434e22a43604f5.jpg
MACHINE A LAVER HISENSE 6KG FRONT-LOAD SILVER WFVB6010MS,Neuf,Plateau Dakar,175000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bb5bc35509c90d554b652832b6eeabf5/-/horizon-files-prod/ed/picture/q785e4mq/75ca93111ff9876254f9126011cbef2c162d3953.jpg
Samsung 7kg addwash,Venant,Liberte 6 extension Dakar,150000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/740fe157179a92c4c4cb54c7529e4859/-/horizon-files-prod/ed/picture/qrzvpmmm/e5045e7214652b2452dcbfa6f804cf3a8dc0849c.jpg
Whirlpool 7kg,Venant,Liberte 6 extension Dakar,125000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bdc3bcebd743ba21cff61822718fbd38/-/horizon-files-prod/ed/picture/qj4r8998/c050d62ab4108b41b3086e95521e70fe32281dcc.jpg
Machine à laver Beko 8-9kg,Venant,Sacré-cœur Dakar,140000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3ea52a94a105f686e21b655e8b951108/-/horizon-files-prod/ed/picture/qj4r8908/85a5f942610e229a0a7fd94dc56ca3d05aa5a1c3.jpg
Machine à laver essentiel 7 kg,Venant,Sacré-cœur Dakar,130000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eea4117e0ba039c7d74a5559389866d0/-/horizon-files-prod/ed/picture/qzvdnw9d/09ace675c559cac8a25b51a2ca61184627b12a86.jpg
MACHINE A LAVER LG 9KG+6KG SECHAGE INVERTER SILVER,Neuf,Plateau Dakar,459000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/925b2d56c3708c07e2c6191eeff0406c/-/horizon-files-prod/ed/picture/qv4e7r4k/ce943a3ad652a86a0bf7323c6e14b86abd019d73.jpg
MACHINE A LAVER LG 8KG+5KG SECHAGE INVERTER A+++SILVER,Neuf,Plateau Dakar,419000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/68377dfe477135468de1d20578e5c468/-/horizon-files-prod/ed/picture/qm5px752/375fcb93a2f732e6f9c02927b7b49af013d6b186.jpg
Machine à Laver Beko 7Kgs,Neuf,Point-e Dakar,280000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/292fae2a2e3afec0b7a93662910afbdd/-/horizon-files-prod/ed/picture/qxj27ek2/d7e556f9d3007e2efe67a5039d6816872116153c.jpg
Machine à laver Elactron 6kg,Neuf,Plateau Dakar,174999,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cacdcf25665eae366a59c245936b2e2d/-/horizon-files-prod/ed/picture/q9m9xzvn/063425655cd9d6926b59ec1b614431417085dd0b.jpg
MACHINE À LAVER ENDURO 8 KG A+++ 1000 TOURS,Neuf,Plateau Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eab6b4ecd57c3a5f8f92b70dfdb42350/-/horizon-files-prod/ed/picture/qenqmx7v/37f0b8c99f8bc2bd271a73539485b873a8c38ac1.jpg
Samsung 14kg,Venant,Liberte 6 extension Dakar,290000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9d0ed1118a9fd05a13cf77b6d6360acf/-/horizon-files-prod/ed/picture/qrzvp9qj/92d420cb6e47b5c5b472504c27e0f3add63ebb89.jpg
MACHINE À LAVER BEKO 9KG INVERTER,Neuf,Plateau Dakar,289000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eb1a1c4428ddf32be65e66602d67e98f/-/horizon-files-prod/ed/picture/qj4r8kqr/b5165b86e7daab3ba9e5291c1dca642854555e2a.jpg
Machine à laver,Venant,Rufisque Dakar,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f89a0e8f997473f4d715704c72b44006/-/horizon-files-prod/ed/picture/qrzvp945/0e71be33c14198cb2794943a05cb36e966a0a7d5.jpg
Machine a laver Bosh 6 kg,Venant,Colobane Dakar,124900,https://i.roamcdn.net/hz/ed/listing-thumb-543w/45bbc84491955c62d724e1fe16de62bd/-/horizon-files-prod/ed/picture/qwe2v47k/26435c91892f4b0cc6a16fb79dd8b93755d70a47.jpg
Machine a laver GRUNDIG 6kg A++,Venant,Colobane Dakar,124900,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3c8a1700789d23b3b8f5ce40b2589a2b/-/horizon-files-prod/ed/picture/qkrg4jez/322aad4cb54de5d16e1dafb3b25de126727e8b7b.jpg
LAVE VAISSELLE HISENSE 13COUVERTS SILVER A++,Neuf,Plateau Dakar,229000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f47dd9d673247b26ed30e80dc293f0f3/-/horizon-files-prod/ed/picture/qj4r8k8e/65603c9d12b3d9115b66e9f3245d53f30da1208e.jpg
Machine à laver Enduro 7kg,Neuf,Liberte 5 Dakar,230000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3739b0b939195a4c6fc29528bc975c62/-/horizon-files-prod/ed/picture/q6x76mnd/1ed69dbcb3facb2eaabc30e0d35cf05262fbbc01.jpg
MACHINE À LAVER 12KG IRIS SEMI-AUTOMATIQUE GOLD,Neuf,Plateau Dakar,159000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/76ffd435451d6f987a37b53bfc9ccc26/-/horizon-files-prod/ed/picture/qwe2vdz0/509fb625a769ba5545d777372081817ec99223d1.jpg
Machine à laver béko 7kg,Neuf,Mbao Dakar,229000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a457645d373a31c7ba716e02038008f8/-/horizon-files-prod/ed/picture/qj4re8w6/0658c8fc6680230016dc953fc3cc746499d88eda.jpg
Machine A laver GRUNDIG 6kg A++,Venant,Fass Dakar,125000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9443b89053d26a7b3007af6dbfcdd440/-/horizon-files-prod/ed/picture/qxj2055j/70a6b5919b5d74b1706f1c19ed53e5ac4acc9e19.jpg
Machine A laver bosch 6kg,Venant,Fass Dakar,125000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ef7f158f4bbf46109730947b575201f5/-/horizon-files-prod/ed/picture/q56xemmg/f2cd4dd51e4a1445429f1f91f756682348640eb4.jpg
Machine à laver 7kg inverter,Neuf,Mbao Dakar,179500,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7748f997f4dcbef831f44bf75090b730/-/horizon-files-prod/ed/picture/q2jqepre/ddb2e93dd95e8b0a1358c94b8f2b9d88c5179eea.jpg
SPLIT SHARP 9000BTU 1.25CV R410,Neuf,Médina Dakar,155000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5b3a7b1d9d7b4eabbad11c78af560afd/-/horizon-files-prod/ed/picture/q9m9v94w/ecbf5e8098c4b397cc2e4be4bf15feea392c0459.jpg
MACHINE A LAVER ROCH INVERTER 7KG,Neuf,Ouakam Dakar,209900,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9161cbe7657f69b429c34afac1edd462/-/horizon-files-prod/ed/picture/qwqpjgj/049987f0b3658b228d1c4bbb8db95ddf25e4bb24.jpg
Machine à laver,Neuf,Almadies Dakar,180000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1132aed5e842ba812c5a72c06058336b/-/horizon-files-prod/ed/picture/qkrgwrrn/d6e798cb92b2c2c9a1b51f539c0af6963329cea6.jpg
Lave-vaisselle Siemens,D'occasion,Ouakam Dakar,100000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/992552e24d5d55e9df9b0dcb12070f7d/-/horizon-files-prod/ed/picture/q6xkg6gg/6e799a2487a9e3d439fb968575c72cc334cba421.jpg
Machine a laver 9kg inverter,Neuf,Plateau Dakar,225000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ab7b1a9962e1efb0b251502dd73299f/-/horizon-files-prod/ed/picture/q9m9pjmn/3684975fe03281b52f4bb97b633be6450254c63b.jpg
MACHINE À LAVER 12KG IRIS SEMI-AUTOMATIQUE BLANC,Neuf,Plateau Dakar,159000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/070a2dd6e6cc0330b27e4e59ec0f8f66/-/horizon-files-prod/ed/picture/q0gwq7g8/53be596bc40a9e43072495f777a7a0b0bc866282.jpg
MACHINE À LAVER 12KG IRIS SEMI-AUTOMATIQU BLANC GOLD,Neuf,Plateau Dakar,159000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4f5d7e32cc8981d51685ac256f1d7564/-/horizon-files-prod/ed/picture/q2jq40jp/732467737b40f5aedd687a349a872960c8096e7f.jpg
Machine à laver 6KG A+++,Neuf,Plateau Dakar,169900,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bad7b5c33d4e3d22aaf512ff60873c55/-/horizon-files-prod/ed/picture/qenqenjd/61723b9d2d8828995779c9cd8f0b326b232a3c36.jpg
Machine à laver 8kg semi-automatique DESKA,Neuf,Plateau Dakar,100000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8f2030c00152efac17bde553097004a2/-/horizon-files-prod/ed/picture/qwe2dpv0/f7d821a60336ef76fa25fe469526bfcd08587f80.jpg
Machine à laver 9kg Automatique DESKA,Neuf,Plateau Dakar,200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7b22ab1edd98f795c55d4b816a91d038/-/horizon-files-prod/ed/picture/q8v5j4e7/a84cd5b5a1580dd44a70c64074acb7b9816c006f.jpg
Machine à laver enduro 7kg,Neuf,Plateau Dakar,177000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e72a1d7db71711face5bd3997a5f58a8/-/horizon-files-prod/ed/picture/q56xmpng/d7f2ed90d64c50ff04ed4e18aced362b2260dab1.jpg
Machine à laver 7kg Deska,Neuf,Plateau Dakar,162500,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3233267919323bca8d1668b7d3349183/-/horizon-files-prod/ed/picture/qj4rnq84/1a3d39675b92988ab09a9963c9a320fe76ff3456.jpg
Machine A laver Whirlpool 7kg • A**+,Venant,Fass Dakar,139900,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6b2988575bd437a33d144f9497331101/-/horizon-files-prod/ed/picture/q9m9p587/0188b13966060c516aff5c5dca93ea0b4c634969.jpg
Machine à laver 7kg,Neuf,Castor Dakar,170000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/78fca400d5ba849e82b912d8c66af1c9/-/horizon-files-prod/ed/picture/qzv4ez69/61b5b03b9db206c8e6bd350719b18f78ef6d1fa3.jpg
Machine la laver 9kg,Neuf,Castor Dakar,229500,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bb6e12a768cc1a63b6e75c2ea78be740/-/horizon-files-prod/ed/picture/qrzz28zj/48cd6d6dbda3ffbcf605edd815ad936f2b4f931b.jpg
LG lave-sèche 14kg,Venant,Liberte 6 extension Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0fc4c44aac386a081b5ed6a7b37e67e6/-/horizon-files-prod/ed/picture/q448zkmp/49c7b9b66c742565f9ac70dd6cbeea8b7a45f6c2.jpg
LG twin 19kg inverter,Venant,Liberte 6 extension Dakar,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/acd898c543f7525da5087dd35e1b53bc/-/horizon-files-prod/ed/picture/qq47r5k7/dbe5ecd4ec3e910cd803d72ec9592b2e1fcd9c20.jpg
MACHINE A LAVER HAIER 8KG SILVER HW08,Neuf,Colobane Dakar,230000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a39a3a6fd9d66223a3e7053cbeca501e/-/horizon-files-prod/ed/picture/qenq4jxk/d9b79069d10787eb8fd7a735611ec001cb280d7c.jpg
Machine à laver automatique 7 kg À+++,Neuf,Cambérène Dakar,200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7946527017a0ca0b5913cfa4c3f22413/-/horizon-files-prod/ed/picture/q8v5jdvz/e0b0c9ae8c2c231d2b09a22e5a51671f26ca5c63.jpg
Machine à laver Hisene 6Kg Front-Load Silver,Neuf,Almadies 2 Dakar,170000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ff291dfee24b84482f693f6e9372bad7/-/horizon-files-prod/ed/picture/q8v5jdpr/755b77d2eff6dc012fa4c496f938477345c2f6ba.jpg
MACHINE A LAVER ROCH INVERTER 9KG,Neuf,Ouakam Dakar,259900,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2d4ccff37a0fb54d069ae941e0e25e39/-/horizon-files-prod/ed/picture/q0m2rxm/f494e8643be6d49368746d08646c44994d8033a0.jpg
Machine à laver enduro 12 kg Inverter 1400 tours,Neuf,Plateau Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3677b2e1df0230a04d6c47e4894871fc/-/horizon-files-prod/ed/picture/qrzvkj5x/0dcc63f2c6dbf72514e31ae0b2d29cdddefda46d.jpg
Machine à laver 7Kg,Neuf,Plateau Dakar,200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/31f135387c25691e7a6d35945ff92db9/-/horizon-files-prod/ed/picture/qpd626p0/971ca57ba24f7823fcc337d5209b3823c8f4577a.jpg
MACHINE À LAVER ENDURO 9 KG A+++ INVERTER,Neuf,Plateau Dakar,2750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f8a7d25deb216474d9642f87b2bfa579/-/horizon-files-prod/ed/picture/q8v529dr/955f81304268e29ee2517cdbf6dd157a7f39372b.jpg
MACHINE À LAVER SHARP 12.5 KG ES-FP1252K,Neuf,Plateau Dakar,530000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e19f378d476a74950492530f1d226e01/-/horizon-files-prod/ed/picture/q4480mjz/bf1da51a8ea530ff306526e21f3b2795708f1ed5.png
Machine à laver BEKO,Neuf,Plateau Dakar,470000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e75fe120aa74ff901e51a8ff90d667c6/-/horizon-files-prod/ed/picture/qgq5m0v2/7fc9b6d8b47ef9c3253cc49b8ea9e40477e90457.jpg
Machine a laver whirlpool 7 kg A+++,Venant,Colobane Dakar,140000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/418603dd564a531906e5e3dd870f3e6e/-/horizon-files-prod/ed/picture/q8v5jp50/ea29f009478fab3ccd069fca09e6c36438b40afa.jpg
MACHINE À LAVER FINIX 7 KGA+++,Neuf,Plateau Dakar,215000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c2701dfd6a78ae85527c638b1d1c787f/-/horizon-files-prod/ed/picture/qgkrdpm/20da10f9eceb7e85391017ab27deec07528e9c32.jpg
MACHINE À LAVER FINIX 7 KG A+++,Neuf,Plateau Dakar,220000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4b4fd9bb23e1d5105a58b975cc05aeb6/-/horizon-files-prod/ed/picture/qm47x4g/28230a8825248c1f5e10ef0e1e4eddee545991fe.jpg
MACHINE À LAVER TCL 8 KG INVERTER TRÈS BONNE QUALITÉ,Neuf,Plateau Dakar,235000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/998b7d2cb026354cd5ac16be03a31dc5/-/horizon-files-prod/ed/picture/qm5pz672/e5fb537d79aaa1c0048413784ea4a248bf0f7dcb.jpg
MACHINE À LAVER 7KG ASTECH SEMI-AUTOMATIQUE BLANC,Neuf,Plateau Dakar,119000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0ddcea6d70606193475b3dc1b59e4dba/-/horizon-files-prod/ed/picture/qgq9vkv2/89ebba820155ce6ba3616b61355ad9c0294b905b.jpg
Machine à laver 7kg inverter,Neuf,Mbao Dakar,179500,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d66e57ea736ebefc68cf1680e3281ade/-/horizon-files-prod/ed/picture/qkrgwnnn/3b0754bb8b637de4ffd3e1fb1fd81801ea2c30f1.jpg
Machine à laver enduro 6kg,Neuf,Plateau Dakar,165000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ef079587fbe573f938044dea9bdc4f7/-/horizon-files-prod/ed/picture/qzvd7wwg/6d43b25d23f9ace6983316023e841006b0cc728d.jpg
Machine à laver Astech,D'occasion,Mermoz Dakar,180000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca53ed90eb50efbc82fb3304f3898eea/-/horizon-files-prod/ed/picture/q448xgn5/73b674ac2eaad1e1cbacd3282fe14491da5a64dd.jpg
Aspirateur Électrique Avec Filtration D'eau Harlem,Neuf,Grand-Dakar Dakar,50000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/61b059888a9a90ff08dd57139cab1190/-/horizon-files-prod/ed/picture/qzv46mx8/8dd6b7a101d6045e99131bbfaf8c405e531b8bc7.jpg
Machine a laver 6kg GRUNDIG A+++,Venant,Colobane Dakar,119900,https://i.roamcdn.net/hz/ed/listing-thumb-543w/956109f77a7be78d359ee06e99da42b4/-/horizon-files-prod/ed/picture/qngx4ew0/0c5236e703626b68106d32848c3f6ef3031c4e77.jpg
Machine A laver Whirlpool 7kg • A**+,Venant,Fass Dakar,124900,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4beb781558f62d1b5dacb15ba5fd12db/-/horizon-files-prod/ed/picture/qq47me6p/0f90d89fa25f16659ed55e103533a03dc7fb1058.jpg
Machine A laver GRUNDIG 6kg A++,Venant,Fass Dakar,120000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/91bb0f50ea9b78aec6c4ec27fa95fbc6/-/horizon-files-prod/ed/picture/q8v5jwn0/28d990541d4fd75297a4d8aca052fc90519a4a64.jpg
LG et Samsung 17kg,Venant,Liberte 6 extension Dakar,335000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/48ed4c80bad84d74d349d619ed6a49c9/-/horizon-files-prod/ed/picture/qq47mrzn/3d7c011b71cdecb16b75518f450cd76ff8176333.jpg
Machine à laver 7-8kg LG,Réconditionné,Sacré-cœur Dakar,140000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6de8e3b7fde16c0b662a992b2ef2eee4/-/horizon-files-prod/ed/picture/q448xkmv/e9b04d1d9738b88b47844c787fc35c85833c168e.jpg
60 pouces télé Samsung,D'occasion,Sacré-cœur Dakar,240000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/16bffbc16765478ff7b9e3a52554cb27/-/horizon-files-prod/ed/picture/q2jq4mnq/532bc6953d7f4d224bdc140330393c025cae64fa.jpg
Lave linge 6 kg Blusky,Venant,Sacré-cœur Dakar,100000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0772d22a2e712dcd985dd6159401771c/-/horizon-files-prod/ed/picture/qdek58j7/ba0337a4536083d31b5ea3a5efd60e1a6b6c20cc.jpg
SECHE LINGE BEKO 7KG,D'occasion,Dieuppeul Dakar,95000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cec8c88dae8b47f12a3494030cb5a3b1/-/horizon-files-prod/ed/picture/qq47m0kn/0ff987eefd24ec1ce06ad047e33c03f5479e929f.jpg
PROMO MACHINE À LAVER 8KG SMART TECHNOLOGY,Neuf,Plateau Dakar,105000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a35770e533b2efe5030a20af8eb443d1/-/horizon-files-prod/ed/picture/q785ke0d/c5bc9ae6d26652d7448855ba4a7851e903ff54b2.jpg
PROMO MACHINE À LAVER SMART TECHNOLOGY 9KG,Neuf,Plateau Dakar,119000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/92db535b8405bccda765c6a3920f4344/-/horizon-files-prod/ed/picture/q0gwqe96/a55a90e46db2c2418c3965a41b74ed094748bcd7.jpg
Machines à laver 17kg,Venant,Liberte 6 extension Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6847a70acee3af2fa4357e1613a673e2/-/horizon-files-prod/ed/picture/qdek5nww/809507e72074c48fa7484ac5f93148633493a8bd.jpg
Machine à laver Astech,Neuf,Plateau Dakar,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/47a8f77ed8b98bf25284381d2c449c18/-/horizon-files-prod/ed/picture/qenq6609/d0e369ea4f1ceb5a012b19c73f33fadd70266453.jpg
Machine à laver,Neuf,Plateau Dakar,179000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/64c93b865d8a242ae9a698b2af27cfb2/-/horizon-files-prod/ed/picture/qz0ep9v/f40009b5bdcdd0fdd5601b76262f5ee316f52d3c.jpg
Machine a Laver ENDURO 7KG A+++ inverter,Neuf,Colobane Dakar,180000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4badc8cb5f9eecb4dd31b493f17dd4b7/-/horizon-files-prod/ed/picture/qxj2r7gm/badde89bd2f9bde5c09265736710d2024fdcba6a.jpg
machine à laver astech 7kg inverter a+++,Neuf,Ouakam Dakar,200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e7f7bc54740e6be4fc4edd26af87a15/-/horizon-files-prod/ed/picture/q0gw0e2d/764d210d0eece1ad83e327a6297ec75004164571.jpg
PROMO MACHINE À LAVER 6KG ÉLECTRON BLANC,Neuf,Plateau Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/005a4b9c8530d6e452dff815fca884f3/-/horizon-files-prod/ed/picture/qenqg5kz/ac8bd3aca06de622c9a326f01e273efc5456625a.jpg
PROMO MACHINE À LAVER SHARP 8KG SEMI-AUTOMATIQUE BLANC,Neuf,Plateau Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1142ca50f639df88e69d1bb6a2de8db5/-/horizon-files-prod/ed/picture/qrzvd8mq/9171464c8f0a11b534174b2aa6c272be3b02bc2a.jpg
PROMO MACHINE À LAVER 6KG CAC SILVER,Neuf,Plateau Dakar,168500,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ae4612a9837c817ff10e5a7bdb65be3/-/horizon-files-prod/ed/picture/qdekx7m4/49db5eb0a9a983b183fd2eb02d3adb865c75bc2c.jpg
PROMO MACHINE À LAVER 6KG MASER SILVER,Neuf,Plateau Dakar,168500,https://i.roamcdn.net/hz/ed/listing-thumb-543w/27239979e950eb79a769705fd5a82a13/-/horizon-files-prod/ed/picture/qzvdgpwq/0ef944917399edeba82b4adb8b634f886ef81213.jpg
lessive pour machine à laver pods ou liquide,Neuf,Mbao Dakar,10000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b6ef3863b29e370b384c22f61f84833/-/horizon-files-prod/ed/picture/q8v5q4dn/970ca7e131b23d76612b12f34e7ae29eb8be34a6.jpg
MACHINE A LAVER ELACTRON 9KG NOIR EL- W900MVW,Neuf,Plateau Dakar,255000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3c741ae04dd7501daa071091454fd3d1/-/horizon-files-prod/ed/picture/qwe24v66/073051d788d8ff01fb0432881d07bfdc88a2f4f2.jpg
Machine à laver 12Kg Inverter Elactron,Neuf,Plateau Dakar,360000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/784a67882376f1a43377aa0efd11bc71/-/horizon-files-prod/ed/picture/qm5pq726/9d1f9d88b19e71ed3a3003ab383d5b33513b84f7.jpg
Machine à laver SAMSUNG 8KG,Neuf,Plateau Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ad3ba83dbe15232baeae7cfe1af7426/-/horizon-files-prod/ed/picture/q44d8wz9/67041255a859dc447353273fd152dd1f2a137d28.jpg
Machine a laver beko 9kg inverter,Neuf,Mbao Dakar,274000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ddafd78809a8dd24721a3a3733a5f911/-/horizon-files-prod/ed/picture/qrzvdr0n/a7d014687383be9ddf4a4dce1a6c2d1511162277.jpg
Machine à laver 7Kg DESKA A+++,Neuf,Plateau Dakar,164900,https://i.roamcdn.net/hz/ed/listing-thumb-543w/850266a46da1233c228e08bda9fb4cc4/-/horizon-files-prod/ed/picture/qq47p95j/54cc45efe2c476d9b8bd770a3f56b45fc400697c.jpg
PROMO MACHINE À LAVER 10KG/6KG SÉCHAGE ASTECH INVERTER,Neuf,Plateau Dakar,498000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c91a5727e201d94a547a6fd02aaabcc/-/horizon-files-prod/ed/picture/q785np9d/85ea8b4e4b9093af39642ee78693c30c859e3dac.jpg
